id,observed_on,latitude,longitude,place_county_name,place_state_name,place_country_name,scientific_name,common_name,taxon_family_name,taxon_genus_name,taxon_species_name
4233648,2016-06-24,33.9433186425,-109.1136360168,Apache,Arizona,United States,Pontia protodice,Checkered White,Pieridae,Pontia,Pontia protodice
4233652,2016-09-29,36.0551322531,-112.1218335071,Coconino,Arizona,United States,Danaus plexippus,Monarch,Nymphalidae,Danaus,Danaus plexippus
4233662,2016-06-24,33.944030687,-109.1162109375,Apache,Arizona,United States,Coenonympha tullia subfusca,White Mountains Ringlet,Nymphalidae,Coenonympha,Coenonympha tullia
4240648,2016-09-28,32.1641952324,-110.7209390402,Pima,Arizona,United States,Heliopyrgus domicella,Erichson's White-Skipper,Hesperiidae,Heliopyrgus,Heliopyrgus domicella
4241161,2016-09-30,31.56752221,-111.05094913,Santa Cruz,Arizona,United States,Lerema accius,Clouded Skipper,Hesperiidae,Lerema,Lerema accius
4241167,2016-09-30,31.56803123,-111.04988196,Santa Cruz,Arizona,United States,Dymasia dymas,Tiny Checkerspot,Nymphalidae,Dymasia,Dymasia dymas
4241177,2016-09-30,31.56845769,-111.04983413,Santa Cruz,Arizona,United States,Microtia elva,Elf Butterfly,Nymphalidae,Microtia,Microtia elva
4241195,2016-09-30,31.56949555,-111.04913186,Santa Cruz,Arizona,United States,Asterocampa leilia,Empress Leilia,Nymphalidae,Asterocampa,Asterocampa leilia
4241201,2016-09-30,31.56957657,-111.04717288,Santa Cruz,Arizona,United States,Anthanassa texana,Texan Crescent,Nymphalidae,Anthanassa,Anthanassa texana
4241203,2016-09-30,31.56946638,-111.04705734,Santa Cruz,Arizona,United States,Anthanassa texana,Texan Crescent,Nymphalidae,Anthanassa,Anthanassa texana
4241204,2016-09-30,31.56937392,-111.04654677,Santa Cruz,Arizona,United States,Calephelis nemesis,Fatal Metalmark,Riodinidae,Calephelis,Calephelis nemesis
4241216,2016-09-30,31.56966493,-111.0455646,Santa Cruz,Arizona,United States,Erynnis funeralis,Funereal Duskywing,Hesperiidae,Erynnis,Erynnis funeralis
4241236,2016-09-30,31.56770383,-111.0505901,Santa Cruz,Arizona,United States,Hemiargus ceraunus,Ceraunus Blue,Lycaenidae,Hemiargus,Hemiargus ceraunus
4241239,2016-09-30,31.56764819,-111.05092888,Santa Cruz,Arizona,United States,Echinargus isola,Reakirt's Blue,Lycaenidae,Echinargus,Echinargus isola
4243551,2016-09-04,31.73053,-110.880846,Pima,Arizona,United States,Apyrrothrix araxes,Dull Firetip,Hesperiidae,Apyrrothrix,Apyrrothrix araxes
4247623,2016-10-01,32.23479838,-110.92501318,Pima,Arizona,United States,Danaus gilippus,Queen,Nymphalidae,Danaus,Danaus gilippus
4248052,2016-09-30,32.0423998622,-110.9983430388,Pima,Arizona,United States,Asterocampa leilia,Empress Leilia,Nymphalidae,Asterocampa,Asterocampa leilia
4260665,2016-08-30,32.912339,-109.490726,Graham,Arizona,United States,Danaus gilippus,Queen,Nymphalidae,Danaus,Danaus gilippus
4260885,2016-09-13,32.91121,-109.4899,Graham,Arizona,United States,Battus philenor,Pipevine Swallowtail,Papilionidae,Battus,Battus philenor
4260904,2016-09-13,32.910648,-109.488818,Graham,Arizona,United States,Limenitis arthemis arizonensis,Arizona Red-spotted Purple,Nymphalidae,Limenitis,Limenitis arthemis
4260917,2016-09-12,32.910286,-109.48862,Graham,Arizona,United States,Papilio rumiko,Western Giant Swallowtail,Papilionidae,Papilio,Papilio rumiko
4261736,2016-10-02,32.232874,-110.900387,Pima,Arizona,United States,Lerodea eufala,Eufala Skipper,Hesperiidae,Lerodea,Lerodea eufala
4261757,2016-10-02,32.232874,-110.900387,Pima,Arizona,United States,Dymasia dymas,Tiny Checkerspot,Nymphalidae,Dymasia,Dymasia dymas
4261806,2016-09-28,33.9328629103,-112.694811589,Maricopa,Arizona,United States,Danaus gilippus,Queen,Nymphalidae,Danaus,Danaus gilippus
4261818,2016-09-28,33.9328629103,-112.6947659914,Maricopa,Arizona,United States,Battus philenor,Pipevine Swallowtail,Papilionidae,Battus,Battus philenor
